Sheet,Action,Details
employees,Manual review required,"employee_id=496 name='Alapan Bera' designation='Commercial & F&C' suborg_id=NULL -- name+designation repeats 27x with 13 valid suborg_id rows (employee_id=286, 359, 364, 393, 445, 448, 451, 454, 457, 460, 463, 466, 469) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=499 name='Alapan Bera' designation='Commercial & F&C' suborg_id=NULL -- name+designation repeats 27x with 13 valid suborg_id rows (employee_id=286, 359, 364, 393, 445, 448, 451, 454, 457, 460, 463, 466, 469) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=502 name='Alapan Bera' designation='Commercial & F&C' suborg_id=NULL -- name+designation repeats 27x with 13 valid suborg_id rows (employee_id=286, 359, 364, 393, 445, 448, 451, 454, 457, 460, 463, 466, 469) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=505 name='Alapan Bera' designation='Commercial & F&C' suborg_id=NULL -- name+designation repeats 27x with 13 valid suborg_id rows (employee_id=286, 359, 364, 393, 445, 448, 451, 454, 457, 460, 463, 466, 469) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=508 name='Alapan Bera' designation='Commercial & F&C' suborg_id=NULL -- name+designation repeats 27x with 13 valid suborg_id rows (employee_id=286, 359, 364, 393, 445, 448, 451, 454, 457, 460, 463, 466, 469) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=296 name='Manoj Dixit' designation='Sr. General Manager' suborg_id=NULL -- name+designation repeats 3x with 2 valid suborg_id rows (employee_id=419, 427) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=297 name='Arvind Kumar' designation='O&M Head HQ' suborg_id=NULL -- name+designation repeats 3x with 2 valid suborg_id rows (employee_id=420, 428) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=298 name='Bapulal Labana' designation='Incharge O&M' suborg_id=NULL -- name+designation repeats 3x with 2 valid suborg_id rows (employee_id=421, 429) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=299 name='Sunil Sharma' designation='Sr. Manager O&M' suborg_id=NULL -- name+designation repeats 3x with 2 valid suborg_id rows (employee_id=422, 430) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=300 name='Surendra Yadav' designation='Deputy Manager (Scada)' suborg_id=NULL -- name+designation repeats 3x with 2 valid suborg_id rows (employee_id=423, 431) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=301 name='Pradeep Kumar Suthar' designation='Assistant Manager O&M' suborg_id=NULL -- name+designation repeats 3x with 2 valid suborg_id rows (employee_id=424, 432) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=302 name='Rohit Sharma' designation='Manager O&M-CRM' suborg_id=NULL -- name+designation repeats 3x with 2 valid suborg_id rows (employee_id=425, 433) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=303 name='Parakash Kumar' designation='Site Engineer' suborg_id=NULL -- name+designation repeats 3x with 2 valid suborg_id rows (employee_id=426, 434) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Removed orphan duplicate employee row,employee_id=317 name='Mohammed Irfan' designation='Director' org_id=14 suborg_id=NULL removed; kept valid row employee_id=403
employees,Removed orphan duplicate employee row,employee_id=318 name='Jitendra Prajapati' designation='Asset Manager' org_id=14 suborg_id=NULL removed; kept valid row employee_id=404
employees,Removed orphan duplicate employee row,employee_id=319 name='Kishan Venkat' designation='Assistant Manager' org_id=14 suborg_id=NULL removed; kept valid row employee_id=405
employees,Removed orphan duplicate employee row,employee_id=382 name='Dhananjay Joshi' designation='VP-Asset management & QHSE' org_id=14 suborg_id=NULL removed; kept valid row employee_id=327
employees,Removed orphan duplicate employee row,employee_id=383 name='Uday Ghadage' designation='DGM-OMS' org_id=14 suborg_id=NULL removed; kept valid row employee_id=328
employees,Manual review required,"employee_id=470 name='Jitendra Ranawat' designation='Head of the Station' suborg_id=NULL -- name+designation repeats 22x with 9 valid suborg_id rows (employee_id=443, 446, 449, 452, 455, 458, 461, 464, 467) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=473 name='Jitendra Ranawat' designation='Head of the Station' suborg_id=NULL -- name+designation repeats 22x with 9 valid suborg_id rows (employee_id=443, 446, 449, 452, 455, 458, 461, 464, 467) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=476 name='Jitendra Ranawat' designation='Head of the Station' suborg_id=NULL -- name+designation repeats 22x with 9 valid suborg_id rows (employee_id=443, 446, 449, 452, 455, 458, 461, 464, 467) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=479 name='Jitendra Ranawat' designation='Head of the Station' suborg_id=NULL -- name+designation repeats 22x with 9 valid suborg_id rows (employee_id=443, 446, 449, 452, 455, 458, 461, 464, 467) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=482 name='Jitendra Ranawat' designation='Head of the Station' suborg_id=NULL -- name+designation repeats 22x with 9 valid suborg_id rows (employee_id=443, 446, 449, 452, 455, 458, 461, 464, 467) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=485 name='Jitendra Ranawat' designation='Head of the Station' suborg_id=NULL -- name+designation repeats 22x with 9 valid suborg_id rows (employee_id=443, 446, 449, 452, 455, 458, 461, 464, 467) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=488 name='Jitendra Ranawat' designation='Head of the Station' suborg_id=NULL -- name+designation repeats 22x with 9 valid suborg_id rows (employee_id=443, 446, 449, 452, 455, 458, 461, 464, 467) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=491 name='Jitendra Ranawat' designation='Head of the Station' suborg_id=NULL -- name+designation repeats 22x with 9 valid suborg_id rows (employee_id=443, 446, 449, 452, 455, 458, 461, 464, 467) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=494 name='Jitendra Ranawat' designation='Head of the Station' suborg_id=NULL -- name+designation repeats 22x with 9 valid suborg_id rows (employee_id=443, 446, 449, 452, 455, 458, 461, 464, 467) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=497 name='Jitendra Ranawat' designation='Head of the Station' suborg_id=NULL -- name+designation repeats 22x with 9 valid suborg_id rows (employee_id=443, 446, 449, 452, 455, 458, 461, 464, 467) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=500 name='Jitendra Ranawat' designation='Head of the Station' suborg_id=NULL -- name+designation repeats 22x with 9 valid suborg_id rows (employee_id=443, 446, 449, 452, 455, 458, 461, 464, 467) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=503 name='Jitendra Ranawat' designation='Head of the Station' suborg_id=NULL -- name+designation repeats 22x with 9 valid suborg_id rows (employee_id=443, 446, 449, 452, 455, 458, 461, 464, 467) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=506 name='Jitendra Ranawat' designation='Head of the Station' suborg_id=NULL -- name+designation repeats 22x with 9 valid suborg_id rows (employee_id=443, 446, 449, 452, 455, 458, 461, 464, 467) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=471 name='Gusai Dipakgar Govindgar' designation='2nd In-charge' suborg_id=NULL -- name+designation repeats 7x with 3 valid suborg_id rows (employee_id=444, 456, 459) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=474 name='Gusai Dipakgar Govindgar' designation='2nd In-charge' suborg_id=NULL -- name+designation repeats 7x with 3 valid suborg_id rows (employee_id=444, 456, 459) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=486 name='Gusai Dipakgar Govindgar' designation='2nd In-charge' suborg_id=NULL -- name+designation repeats 7x with 3 valid suborg_id rows (employee_id=444, 456, 459) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=507 name='Gusai Dipakgar Govindgar' designation='2nd In-charge' suborg_id=NULL -- name+designation repeats 7x with 3 valid suborg_id rows (employee_id=444, 456, 459) -- likely a shared role assigned to multiple stations, not a duplicate"
employees,Manual review required,"employee_id=480 name='Venkata Durga Hari Prasad Morla' designation='2nd In-charge' suborg_id=NULL -- name+designation repeats 6x with 1 valid suborg_id row (employee_id=468) but 5 orphan rows -- can't tell which, if any, orphan corresponds to that valid row"
employees,Manual review required,"employee_id=489 name='Venkata Durga Hari Prasad Morla' designation='2nd In-charge' suborg_id=NULL -- name+designation repeats 6x with 1 valid suborg_id row (employee_id=468) but 5 orphan rows -- can't tell which, if any, orphan corresponds to that valid row"
